param_01,param_06,param_02,param_07,param_08,command_type,command_id,drama_id,param_05,param_03,param_04
0.5,"",0,"","",93,19210019,921,"","",""
115711,0.2,20_kasumi_cool_anger_in,0,"",3,19210020,921,1,0,20_kasumi_cool_anger
3,0.2,20_kasumi_cool_anger_in,0,"",3,19210021,921,1,0,20_kasumi_cool_loop
vo_fpc,"",vo_fpc_22102,"","",21,19210022,921,"",0,0
115711,0,"이번 사건에서 이상한 점은 목격자들이\n전부 입을 다물었다는 것이다.",0,0.5,11,19210023,921,0,10,1
0,"","","","",91,19210024,921,"","",""
0.5,"",0,"","",93,19210025,921,"","",""
vo_fpc,"",vo_fpc_22103,"","",21,19210026,921,"",0,0
115711,0,"『유스』나 『공주』 등의 말을 했지만\n모두가 외면하고 떠나갔다…",0,0.5,11,19210027,921,0,10,1
0,"","","","",91,19210028,921,"","",""
0.5,"",0,"","",93,19210029,921,"","",""
115711,0.1,20_kasumi_approach_in,0,"",3,19210030,921,1,0,20_kasumi_approach_loop
3,0.1,20_kasumi_approach_in,0,"",3,19210031,921,1,0,20_kasumi_approach_loop
vo_fpc,"",vo_fpc_22104,"","",21,19210032,921,"",0,0
115711,0,"마치 거대한 힘을 가진 어둠의 권력자 집단\n이라도 있는 것처럼.",0,0.5,11,19210033,921,0,10,1
0,"","","","",91,19210034,921,"","",""
0.5,"",0,"","",93,19210035,921,"","",""
115711,0.2,20_kasumi_arm_crossed_in,0,"",3,19210036,921,1,0,20_kasumi_arm_crossed_loop
3,0.2,20_kasumi_arm_crossed_in,0,"",3,19210037,921,1,0,20_kasumi_arm_crossed_loop
vo_fpc,"",vo_fpc_22105,"","",21,19210038,921,"",0,0
115711,0,"아니, 그런 음모론은 넌센스다.\n탐정이 좇는 것은 진실뿐.",0,0.5,11,19210039,921,0,10,1
0,"","","","",91,19210040,921,"","",""
0.5,"",0,"","",93,19210041,921,"","",""
115711,0.2,20_kasumi_doya_loop,"","",3,19210042,921,"",1,""
3,0.2,20_kasumi_doya_loop,"","",3,19210043,921,"",1,""
vo_fpc,"",vo_fpc_22106,"","",21,19210044,921,"",0,0
115711,0,"흥미롭게도 대금은 전부\n지불되었다고 한다.",0,0.5,11,19210045,921,0,10,1
0,"","","","",91,19210046,921,"","",""
0.5,"",0,"","",93,19210047,921,"","",""
115711,0.2,20_kasumi_thinking_ExBlink,"","",3,19210048,921,"",1,""
3,0.2,20_kasumi_thinking_ExBlink,"","",3,19210049,921,"",1,""
vo_fpc,"",vo_fpc_22107,"","",21,19210050,921,"",0,0
115711,0,"상당히 착실한 범인이군. 그런데\n유스, 공주… 대체 누구지?",0,0.5,11,19210051,921,0,10,1
0,"","","","",91,19210052,921,"","",""
0.5,"",0,"","",93,19210053,921,"","",""
115711,0.2,20_kasumi_thinking,"","",3,19210054,921,"",1,""
3,0.2,20_kasumi_thinking,"","",3,19210055,921,"",1,""
vo_fpc,"",vo_fpc_22108,"","",21,19210056,921,"",0,0
115711,0,"과연 그런 인물이\n존재할까…",0,0.5,11,19210057,921,0,10,1
0,"","","","",91,19210058,921,"","",""
0.5,"",0,"","",93,19210059,921,"","",""
115711,0.2,20_kasumi_walk,"","",3,19210060,921,"",1,""
3,0.2,20_kasumi_walk,"","",3,19210061,921,"",1,""
115711,"",750,"","",2,19210062,921,0,-15,4.41176470588235
3,"",750,"","",2,19210063,921,0,-15,4.41176470588235
0,"","","","",91,19210064,921,"","",""
1,1.4875,115711,0,20_kasumi_walk,1,19220001,922,-15,22,-750
3,1.4875,3,0,20_kasumi_walk,5,19220002,922,-15,23,-750
se_10053800,"",se_fpc_water_random,"","",23,19220003,922,"",1,""
19220002,"","","","",91,19220004,922,"","",""
115711,"",0,"","",2,19220005,922,0,-15,4.41176470588235
3,"",0,"","",2,19220006,922,0,-15,4.41176470588235
0,"","","","",91,19220007,922,"","",""
115711,0.3,20_kasumi_talk,"","",3,19220008,922,"",1,""
3,0.3,20_kasumi_talk,"","",3,19220009,922,"",1,""
vo_fpc,"",vo_fpc_22200,"","",21,19220010,922,"",0,0
115711,0,"명탐정 카스미의 메르쿠리조트 사건부\n「도플갱어 사건」",0,0.5,11,19220011,922,0,10,1
0,"","","","",91,19220012,922,"","",""
0.5,"",0,"","",93,19220013,922,"","",""
115711,0.2,20_kasumi_cool_in,0,"",3,19220014,922,1,0,20_kasumi_cool_surprise
3,0.2,20_kasumi_cool_in,0,"",3,19220015,922,1,0,20_kasumi_cool_loop
vo_fpc,"",vo_fpc_22201,"","",21,19220016,922,"",0,0
115711,0,"이곳 메르쿠리조트에서는 지금\n이상한 소문이 퍼지고 있다.",0,0.5,11,19220017,922,0,10,1
0,"","","","",91,19220018,922,"","",""
0.5,"",0,"","",93,19220019,922,"","",""
vo_fpc,"",vo_fpc_22202,"","",21,19220020,922,"",0,0
115711,0,"자신 혹은 지인과 똑같은 모습을 한\n인물을 만난다는… 그런 소문이다.",0,0.5,11,19220021,922,0,10,1
0,"","","","",91,19220022,922,"","",""
0.5,"",0,"","",93,19220023,922,"","",""
115711,0.2,20_kasumi_cool_anger_in,0,"",3,19220024,922,1,0,20_kasumi_cool_anger
3,0.2,20_kasumi_cool_anger_in,0,"",3,19220025,922,1,0,20_kasumi_cool_loop
vo_fpc,"",vo_fpc_22203,"","",21,19220026,922,"",0,0
115711,0,"평범하게 대화하고 떠난다는 점에서\n섀도우는 아닌 듯하다.",0,0.5,11,19220027,922,0,10,1
0,"","","","",91,19220028,922,"","",""
0.5,"",0,"","",93,19220029,922,"","",""
115711,0.3,20_kasumi_approach_in,0,"",3,19220030,922,1,0,20_kasumi_approach_loop
3,0.3,20_kasumi_approach_in,0,"",3,19220031,922,1,0,20_kasumi_approach_loop
vo_fpc,"",vo_fpc_22204,"","",21,19220032,922,"",0,0
115711,0,"닮은 사람이 이 세상에 셋은 있다지만\n그 세 명이 우연히 모였다? 아니…",0,0.5,11,19220033,922,0,10,1
0,"","","","",91,19220034,922,"","",""
0.5,"",0,"","",93,19220035,922,"","",""
115711,0.1,20_kasumi_doya_in,0,"",3,19220036,922,1,0,20_kasumi_doya_loop
3,0.1,20_kasumi_doya_in,0,"",3,19220037,922,1,0,20_kasumi_doya_loop
vo_fpc,"",vo_fpc_22205,"","",21,19220038,922,"",0,0
115711,0,"아마도 정밀하게 변장할 수 있는 인물이\n이곳 메르쿠리조트에 숨어 있을 것이다…",0,0.5,11,19220039,922,0,10,1
0,"","","","",91,19220040,922,"","",""
0.5,"",0,"","",93,19220041,922,"","",""
115711,0.2,20_kasumi_thinking,"","",3,19220042,922,"",1,""
3,0.2,20_kasumi_thinking,"","",3,19220043,922,"",1,""
vo_fpc,"",vo_fpc_22206,"","",21,19220044,922,"",0,0
115711,0,"과연 그런 인물이\n존재할까…",0,0.5,11,19220045,922,0,10,1
0,"","","","",91,19220046,922,"","",""
0.5,"",0,"","",93,19220047,922,"","",""
115711,0.2,20_kasumi_walk,"","",3,19220048,922,"",1,""
3,0.2,20_kasumi_walk,"","",3,19220049,922,"",1,""
115711,"",750,"","",2,19220050,922,0,-15,4.41176470588235
3,"",750,"","",2,19220051,922,0,-15,4.41176470588235
0,"","","","",91,19220052,922,"","",""
1,1.4875,115711,0,20_kasumi_walk,1,19230001,923,-15,22,-750
3,1.4875,3,0,20_kasumi_walk,5,19230002,923,-15,23,-750
se_10053800,"",se_fpc_water_random,"","",23,19230003,923,"",1,""
19230002,"","","","",91,19230004,923,"","",""
115711,"",0,"","",2,19230005,923,0,-15,4.41176470588235
3,"",0,"","",2,19230006,923,0,-15,4.41176470588235
0,"","","","",91,19230007,923,"","",""
115711,0.3,20_kasumi_talk,"","",3,19230008,923,"",1,""
3,0.3,20_kasumi_talk,"","",3,19230009,923,"",1,""
vo_fpc,"",vo_fpc_22300,"","",21,19230010,923,"",0,0
115711,0,"명탐정 카스미의 메르쿠리조트 사건부\n「풀 사이드 붕어빵 사건」",0,0.5,11,19230011,923,0,10,1
0,"","","","",91,19230012,923,"","",""
0.5,"",0,"","",93,19230013,923,"","",""
115711,0.2,20_kasumi_cool_in,0,"",3,19230014,923,1,0,20_kasumi_cool_surprise
3,0.2,20_kasumi_cool_in,0,"",3,19230015,923,1,0,20_kasumi_cool_loop
vo_fpc,"",vo_fpc_22301,"","",21,19230016,923,"",0,0
115711,0,"이곳 메르쿠리조트에는 풀 사이드에서\n붕어빵을 파는 괴인에 대한 소문이 있다.",0,0.5,11,19230017,923,0,10,1
0,"","","","",91,19230018,923,"","",""
0.5,"",0,"","",93,19230019,923,"","",""
vo_fpc,"",vo_fpc_22302,"","",21,19230020,923,"",0,0
115711,0,"푸드코트에서 판다면\n아무런 위화감이 없겠지만.",0,0.5,11,19230021,923,0,10,1
0,"","","","",91,19230022,923,"","",""
0.5,"",0,"","",93,19230023,923,"","",""
115711,0.2,20_kasumi_cool_sad,"","",3,19230024,923,"",1,""
3,0.2,20_kasumi_cool_loop,"","",3,19230025,923,"",1,""
vo_fpc,"",vo_fpc_22303,"","",21,19230026,923,"",0,0
115711,0,"…젖기 쉬운 수영장 구역에서 팔다니\n평범한 사람의 사고방식이라고는 볼 수 없다.",0,0.5,11,19230027,923,0,10,1
0,"","","","",91,19230028,923,"","",""
0.5,"",0,"","",93,19230029,923,"","",""
115711,0.2,20_kasumi_cool_anger,"","",3,19230030,923,"",1,""
3,0.2,20_kasumi_cool_loop,"","",3,19230031,923,"",1,""
vo_fpc,"",vo_fpc_22304,"","",21,19230032,923,"",0,0
115711,0,"게다가 붕어빵의 속은 무지개색이며\n맛은 최상급이라고 한다.",0,0.5,11,19230033,923,0,10,1
0,"","","","",91,19230034,923,"","",""
0.5,"",0,"","",93,19230035,923,"","",""
115711,0.2,20_kasumi_doya_normal2,"","",3,19230036,923,"",1,""
3,0.2,20_kasumi_doya_normal2,"","",3,19230037,923,"",1,""
vo_fpc,"",vo_fpc_22305,"","",21,19230038,923,"",0,0
115711,0,"환상의 붕어빵 상인의 모습을 보면\n행복해진다는 이야기도 들었다.",0,0.5,11,19230039,923,0,10,1
0,"","","","",91,19230040,923,"","",""
0.5,"",0,"","",93,19230041,923,"","",""
115711,0.3,20_kasumi_approach_in,0,"",3,19230042,923,1,0,20_kasumi_approach_loop
3,0.3,20_kasumi_approach_in,0,"",3,19230043,923,1,0,20_kasumi_approach_loop
vo_fpc,"",vo_fpc_22306,"","",21,19230044,923,"",0,0
115711,0,"풀 사이드에서\n붕어빵을 파는 괴인이라.",0,0.5,11,19230045,923,0,10,1
0,"","","","",91,19230046,923,"","",""
0.5,"",0,"","",93,19230047,923,"","",""
115711,0.2,20_kasumi_thinking,"","",3,19230048,923,"",1,""
3,0.2,20_kasumi_thinking,"","",3,19230049,923,"",1,""
vo_fpc,"",vo_fpc_22307,"","",21,19230050,923,"",0,0
115711,0,"과연 그런 인물이\n존재할까…",0,0.5,11,19230051,923,0,10,1
0,"","","","",91,19230052,923,"","",""
0.5,"",0,"","",93,19230053,923,"","",""
115711,0.2,20_kasumi_walk,"","",3,19230054,923,"",1,""
3,0.2,20_kasumi_walk,"","",3,19230055,923,"",1,""
115711,"",750,"","",2,19230056,923,0,-15,4.41176470588235
3,"",750,"","",2,19230057,923,0,-15,4.41176470588235
0,"","","","",91,19230058,923,"","",""
1,1.75,107511,0,41_pekorine_swim_loop,1,19410001,941,-180,23,-910
1,1.75,107611,0,cmn_float,1,19410002,941,-180,22,-800
22,1.75,22,0,41_kyaru_floatRing,5,19410003,941,-180,22,-1000
1,1,1075111,"","",31,19410004,941,1,-890,-180
14,0,1075114,"","",31,19410005,941,1,0,-180
4,1,107611,"","",31,19410006,941,1,-800,-180
126,1,22,"","",31,19410007,941,1,-830,-180
105,0,105,"","",31,19410008,941,1,140,-180
108,0,108,"","",31,19410009,941,1,320,40
1001,0,1001,"","",31,19410010,941,1,-160,-110
se_10053800,1,se_fpc_water_random,"","",23,19410011,941,"",1,""
19410010,"",0,"","",91,19410012,941,"","",""
22,"",-150,"","",2,19410013,941,12,-180,5
22,"",-10,"","",33,19410014,941,12,-180,5
0,"","","","",91,19410015,941,"","",""
vo_fpc,"",vo_fpc_30101,"","",21,19410016,941,"","",0
22,0,"하~… 가끔은 이렇게\n느긋하게 지내는 것도 나쁘지 않네~",0,1,11,19410017,941,0,6,1
0,"",0,"","",91,19410018,941,"","",""
107511,"",0,"","",2,19410019,941,0,-180,4.52941176470588
1075111,"",0,"","",33,19410020,941,0,-180,4.52941176470588
22,"",0,"","",2,19410021,941,12,-180,4.52941176470588
22,"",140,"","",33,19410022,941,12,-180,4.52941176470588
1.5,"",0,"","",93,19410023,941,"","",""
vo_fpc,"",vo_fpc_30102,"","",21,19410024,941,"","",0
107511,0,"캬~루~!\n에잇!",0,1,11,19410025,941,0,6,1
19410019,"","","","",91,19410026,941,"","",""
1075111,"",0,"","",32,19410027,941,"","",""
1075114,"",1,"","",32,19410028,941,"","",""
107511,0.1,41_pekorine_hug,0.1,"",3,19410029,941,1,0,41_pekorine_hug_loop
22,0.1,41_kyaru_surprise,0.1,"",3,19410030,941,1,0,41_kyaru_surprise_loop
0.6,"",0,"","",93,19410031,941,"","",""
105,"",1,"","",32,19410032,941,"","",""
0.6,"",0,"","",93,19410033,941,"","",""
105,"",0,"","",32,19410034,941,"","",""
19410025,"","","","",91,19410035,941,"","",""
107611,"",-300,"","",2,19410036,941,12,-180,2.94117647058824
107611,"",-300,"","",33,19410037,941,12,-180,2.94117647058824
vo_fpc,"",vo_fpc_30103,"","",21,19410038,941,"","",0
22,0,"잠깐! 이 녀석!\n갑자기 껴안지 마, 바보린느!\n이 튜브는 한 명밖에 못 탄다고!",0,1,11,19410039,941,0,6,1
0,"",0,"","",91,19410040,941,"","",""
19410036,"","","","",91,19410041,941,"","",""
105,"",1,"","",32,19410042,941,"","",""
107511,0.1,41_pekorine_shake,"","",3,19410043,941,"",1,""
22,0.1,41_kyaru_shake,"","",3,19410044,941,"",1,""
vo_fpc,"",vo_fpc_30104,"","",21,19410045,941,"","",0
107611,0.1,41_kokkoro_float_loop,"","",3,19410046,941,"",1,""
107611,0,"후훗, 두 분 다\n정말 신나셨네요…\n즐거워 보입니다.",0,1,11,19410047,941,0,7,1
0,"",0,"","",91,19410048,941,"","",""
vo_fpc,"",vo_fpc_30105,"","",21,19410049,941,"","",0
22,0,"아, 안 돼…\n더는 한…계…",0,1,11,19410050,941,0,9,1
0,"",0,"","",91,19410051,941,"","",""
22,0.2,41_kyaru_drown,"","",3,19410052,941,"",0,""
107511,0.2,41_pekorine_shake,"","",3,19410053,941,"",1,""
0.2,"",0,"","",93,19410054,941,"","",""
se_10053800,1,se_10053800_941_bishokuden,"","",23,19410055,941,"",0,""
0.8,"",0,"","",93,19410056,941,"","",""
107611,0.1,41_kokkoro_surprise,0.1,"",3,19410057,941,1,0,41_kokkoro_surprise_loop
0.5,"",0,"","",93,19410058,941,"","",""
108,"",1,"","",32,19410059,941,"","",""
2.5,"",0,"","",93,19410060,941,"","",""
22,0.1,41_kyaru_drown_loop,0.1,"",3,19410061,941,"",1,""
107511,0.1,41_pekorine_notice,0.1,"",3,19410062,941,1,0,41_pekorine_notice_loop
105,"",0,"","",32,19410063,941,"","",""
22,"",0,"","",32,19410064,941,"","",""
vo_fpc,"",vo_fpc_30106,"","",21,19410065,941,"","",0
107511,0,"어라?\n캬루?\n어디로 갔나요?",0,1,11,19410066,941,0,7,1
0,"",0,"","",91,19410067,941,"","",""
vo_fpc,"",vo_fpc_30107,"","",21,19410068,941,"","",0
107611,0,"크, 큰일입니다…\n바람의 정령이여!\n지금 당장 캬루 님께\n공기의 옷을!",0,1,11,19410069,941,0,10,1
2.1,"",0,"","",93,19410070,941,"","",""
107611,0.1,41_kokkoro_action,0.1,"",3,19410071,941,1,0,41_kokkoro_action_loop
1001,"",1,"","",32,19410072,941,"","",""
107511,0,41_pekorine_flutterKick_floatRing_in,0.1,"",3,19410073,941,1,0,cmn_swm_flutterKick_floatRing
22,0.1,41_kyaru_flutterKick_floatRing,"","",3,19410074,941,"",1,""
107511,"",1000,"","",2,19410075,941,0,-180,4.52488687782805
1075111,"",1,"","",32,19410076,941,"","",""
1075114,"",0,"","",32,19410077,941,"","",""
1075111,"",1000,"","",33,19410078,941,0,-180,4.52488687782805
22,"",1000,"","",2,19410079,941,0,-180,4.52488687782805
107611,"",1000,"","",2,19410080,941,0,-180,5.88235294117647
107611,"",1000,"","",33,19410081,941,0,-180,5.88235294117647
1001,"",1140,"","",33,19410082,941,0,-110,5.88235294117647
19410081,"","","","",91,19410083,941,"","",""
1,1.75,113211,0,42_anna_idle,1,19420001,942,-250,33,-1060
1,1.75,127111,0,42_shinobu_idle,1,19420002,942,-250,33,-920
2,1.75,2,0,42_boat_idle,5,19420003,942,-250,32,-1000
107,0,107,"","",31,19420004,942,1,0,0
106,1,106,"","",31,19420005,942,1,-1000,-250
113211,"",47,"","",13,19420006,942,"","",""
127111,"",47,"","",13,19420007,942,"","",""
se_10053800,1,se_fpc_water_random,"","",23,19420008,942,"",1,""
19420007,"",0,"","",91,19420009,942,"","",""
113211,"",-60,"","",2,19420010,942,12,-250,5.88235294117647
127111,"",80,"","",2,19420011,942,12,-250,5.88235294117647
2,"",0,"","",2,19420012,942,12,-250,5.88235294117647
106,"",0,"","",33,19420013,942,12,-250,5.88235294117647
"","","","","",91,19420014,942,"","",""
113211,0.2,42_anna_doyatalk,"","",3,19420015,942,"",1,""
127111,0.2,42_shinobu_idle,"","",3,19420016,942,"",1,""
2,0.2,42_boat_idle,"","",3,19420017,942,"",1,""
vo_fpc,"",vo_fpc_30201,"","",21,19420018,942,"","",0
113211,0,"하~하하하!\n이렇게 물 위를 떠다니니\n그 모험이 떠오르는군!",0,1,11,19420019,942,0,5,1
0,"",0,"","",91,19420020,942,"","",""
113211,0.2,42_anna_doyatalk,"","",3,19420021,942,"",1,""
127111,0.2,42_shinobu_idle2talk,0.1,"",3,19420022,942,1,0,42_shinobu_talk
2,0.2,42_boat_idle,"","",3,19420023,942,"",1,""
vo_fpc,"",vo_fpc_30202,"","",21,19420024,942,"","",0
127111,0,"네, 매우 즐거운 모험이었어요.\n그 의상은 지금도\n소중히 보관해 두었답니다.",0,1,11,19420025,942,0,6,1
0,"",0,"","",91,19420026,942,"","",""
127111,0.2,42_shinobu_talk2idle,0.1,"",3,19420027,942,1,0,42_shinobu_idle
113211,0.2,42_anna_doya2idle,0.1,"",3,19420028,942,1,0,42_anna_idle
2,0.2,42_boat_idle,"","",3,19420029,942,"",1,""
vo_fpc,"",vo_fpc_30203,"","",21,19420030,942,"","",0
113211,0,"그 이후로는 어때?\n뭔가 재밌는 사건이나 모험이 있었다면\n꼭 들려줘!",0,0.5,11,19420031,942,0,7,1
0,"",0,"","",91,19420032,942,"","",""
vo_fpc,"",vo_fpc_30204,"","",21,19420033,942,"","",0
113211,0,"(명풍전기의 좋은 소재가\n될지도 모르니까!)",0,1,11,19420034,942,0,10,1
0,"",0,"","",91,19420035,942,"","",""
113211,0.2,42_anna_idle,"","",3,19420036,942,"",1,""
127111,0.2,42_shinobu_idle2talk,0.1,"",3,19420037,942,1,0,42_shinobu_talk
2,0.2,42_boat_idle,"","",3,19420038,942,"",1,""
vo_fpc,"",vo_fpc_30205,"","",21,19420039,942,"","",0
127111,0,"네. 있었어요.\n리조트 비치에서 휘몰아친\n여러 심령 현상…",0,0.5,11,19420040,942,0,5,1
0,"",0,"","",91,19420041,942,"","",""
113211,0.2,42_anna_idle,"","",3,19420042,942,"",1,""
127111,0.2,42_shinobu_talk2horror,0.1,"",3,19420043,942,1,0,42_shinobu_horror
2,0.2,42_boat_idle,"","",3,19420044,942,"",1,""
107,"",1,"","",32,19420045,942,"","",""
vo_fpc,"",vo_fpc_30206,"","",21,19420046,942,"","",0
127111,0,"그 이면에는 산 자와 죽은 자의 욕망이\n뒤섞인 질척질척한 진실이…",0,1,11,19420047,942,0,5,1
6.5,"",0,"","",93,19420048,942,"","",""
1.5,"",0,"","",93,19420049,942,"","",""
19420047,"",0,"","",91,19420050,942,"","",""
127111,0.1,42_shinobu_horror,"","",3,19420051,942,"",1,""
113211,0.1,42_anna_scared,"","",3,19420052,942,"",1,""
2,0.1,42_boat_idle,"","",3,19420053,942,"",1,""
vo_fpc,"",vo_fpc_30207,"","",21,19420054,942,"","",0
113211,0,"잠깐만! 기다려!\n그거 괜찮은 거야?\n이봐, 시노부… 시노부!",0,1.5,11,19420055,942,0,4,1
9.13333333333333,"",0,"","",93,19420056,942,"","",""
1.5,"",0,"","",93,19420057,942,"","",""
19420055,"",0,"","",91,19420058,942,"","",""
113211,"",940,"","",2,19420059,942,"",-250,4.52488687782805
127111,"",1080,"","",2,19420060,942,"",-250,4.52488687782805
2,"",1000,"","",2,19420061,942,"",-250,4.52488687782805
106,"",1000,"","",33,19420062,942,"",-250,4.52488687782805
0,"","","","",91,19420063,942,"","",""
1,1.75,122511,0,cmn_float,1,19430001,943,-180,23,-850
1,1.75,117411,0,43_tsumugi_deredere,1,19430002,943,-125,13,-800
1,1.75,11,0,cmn_float_item_09_Ball,5,19430003,943,-125,12,-1675
1,1.75,12,0,cmn_floatRing_pink,5,19430004,943,-250,32,-850
1,1.75,13,0,cmn_floatRing_blue,5,19430005,943,-250,32,-2500
8,1,1225114,"","",31,19430006,943,1,-850,-180
5,1,1174114,"","",31,19430007,943,1,-800,-125
5,1,411,"","",31,19430008,943,1,-1675,-125
4,1,412,"","",31,19430009,943,1,-850,-250
4,1,413,"","",31,19430010,943,1,-2500,-250
110,0,1101,"","",31,19430011,943,1,-350,-125
se_10053800,1,se_fpc_water_random,"","",23,19430012,943,"",1,""
19430011,"","","","",91,19430013,943,"","",""
12,"",2450,"","",2,19430014,943,"",-250,24.2647058823529
412,"",2450,"","",33,19430015,943,"",-250,24.2647058823529
11,"",1625,"","",2,19430016,943,"",-125,24.2647058823529
411,"",1625,"","",33,19430017,943,"",-125,24.2647058823529
13,"",800,"","",2,19430018,943,"",-250,24.2647058823529
413,"",800,"","",33,19430019,943,"",-250,24.2647058823529
2,"",0,"","",93,19430020,943,"","",""
122511,"",0,"","",2,19430021,943,12,-180,6.25
1225114,"",0,"","",33,19430022,943,12,-180,6.25
19430021,"","","","",91,19430023,943,"","",""
vo_fpc,"",vo_fpc_30301,"","",21,19430024,943,"","",0
122511,0,"꽤 많은 것들이 떠다니고 있네.\n여기가 수영장이 아니라면\n물고기가 숨어 있을 것 같은데…",0,1,11,19430025,943,0,7,1
0,"","","","",91,19430026,943,"","",""
117411,"",-350,"","",2,19430027,943,12,-125,6.92307692307692
1174114,"",-350,"","",33,19430028,943,12,-125,6.92307692307692
vo_fpc,"",vo_fpc_30302,"","",21,19430029,943,"","",0
122511,0,"그래, 이 흐름에 몸을 맡기고\n계류하는 물고기의 마음을 배우면,\n다음 낚시에 활용할 수 있을지도 몰라.",0,1,11,19430030,943,0,6,1
0,"","","","",91,19430031,943,"","",""
19430028,"","","","",91,19430032,943,"","",""
vo_fpc,"",vo_fpc_30303,"","",21,19430033,943,"","",0
117411,0,"하아, 레이 님…♡\n떠다니는 모습도 아름답네요.\n계속 보고 있을 수 있어…",0,1,11,19430034,943,0,7,1
0,"","","","",91,19430035,943,"","",""
122511,0.1,43_rei_notice_in,0.1,"",3,19430036,943,1,0,43_rei_notice_loop
vo_fpc,"",vo_fpc_30304,"","",21,19430037,943,"","",0
122511,0,"읏… 뭐지?\n사냥감을 노리는 맹금류와 같은 이 살기는?\n누군가 있는 건가?",0,0.5,11,19430038,943,0,5,1
0,"","","","",91,19430039,943,"","",""
1101,"",1,"","",32,19430040,943,"","",""
1174114,"",0,"","",32,19430041,943,"","",""
122511,0.1,43_rei_turn,0.1,"",3,19430042,943,1,0,43_rei_aseri
117411,0.1,43_tsumugi_hide,"","",3,19430043,943,"",0,""
3,"",0,"","",93,19430044,943,"","",""
117411,0.1,43_tsumugi_appear,0.1,"",3,19430045,943,1,0,43_tsumugi_deredere
1,"",0,"","",93,19430046,943,"","",""
1101,"",0,"","",32,19430047,943,"","",""
1174114,"",1,"","",32,19430048,943,"","",""
vo_fpc,"",vo_fpc_30305,"","",21,19430049,943,"","",0
122511,0,"아무도 없었네…\n아니… 거기냐!",0,0.5,11,19430050,943,0,6,1
0,"","","","",91,19430051,943,"","",""
1101,"",1,"","",32,19430052,943,"","",""
1174114,"",0,"","",32,19430053,943,"","",""
122511,0.1,43_rei_turn,0.1,"",3,19430054,943,1,0,43_rei_aseri_2
117411,0.1,43_tsumugi_hide,"","",3,19430055,943,"",0,""
3,"",0,"","",93,19430056,943,"","",""
117411,0.1,43_tsumugi_appear,0.1,"",3,19430057,943,1,0,43_tsumugi_deredere
1,"",0,"","",93,19430058,943,"","",""
1101,"",0,"","",32,19430059,943,"","",""
1174114,"",1,"","",32,19430060,943,"","",""
vo_fpc,"",vo_fpc_30306,"","",21,19430061,943,"","",0
122511,0,"역시 아무도 없군.\n하지만 이 오한은 뭐지…?\n큭, 마치 타깃이 된 물고기의 심정이야.",0,1,11,19430062,943,0,5,1
0,"","","","",91,19430063,943,"","",""
122511,"",850,"","",2,19430064,943,"",-180,3.84615384615385
1225114,"",850,"","",33,19430065,943,"",-180,3.84615384615385
117411,"",0,"","",2,19430066,943,12,-125,2.57352941176471
1174114,"",0,"","",33,19430067,943,12,-125,2.57352941176471
0,"","","","",91,19430068,943,"","",""
vo_fpc,"",vo_fpc_30307,"","",21,19430069,943,"","",0
117411,0,"아아, 레이 님의 늠름한 모습을\n이렇게 가까이에서 볼 수 있다니\n안구가 정화돼요~",0,1,11,19430070,943,0,6,1
0,"","","","",91,19430071,943,"","",""
117411,"",850,"","",2,19430072,943,"",-125,3.84615384615385
1174114,"",850,"","",33,19430073,943,"",-125,3.84615384615385
0,"","","","",91,19430074,943,"","",""
1,1.4875,107911,0,44_tamaki_in,1,19440001,944,-15,12,800
3,1.4875,3,0,44_tamaki_in,5,19440002,944,-15,13,800
1,1.75,126811,0,44_yukari_idle,1,19440003,944,-250,33,-1000
2,1.75,2,0,cmn_boat_idle,5,19440004,944,-250,32,-1000
1,1.4875,108011,0,44_mifuyu_run,1,19440005,944,-15,12,-800
101,1,126811,"","",31,19440006,944,1,-1000,-250
1004,0,1004,"","",31,19440007,944,1,-560,140
se_10053800,1,se_fpc_water_random,"","",23,19440008,944,"",1,""
19440007,"",0,"","",91,19440009,944,"","",""
107911,"",300,"","",2,19440010,944,"",-15,2.26244343891403
3,"",300,"","",2,19440011,944,"",-15,2.26244343891403
"","","","","",91,19440012,944,"","",""
107911,0.1,44_tamaki_sale,0.1,"",3,19440013,944,1,"",44_tamaki_sale_loop
3,0.1,44_tamaki_sale,0.1,"",3,19440014,944,1,"",44_tamaki_sale_loop
vo_fpc,"",vo_fpc_30401,"","",21,19440015,944,"","",0
107911,0,"붕어빵~ 붕어빵~\n맛있는 붕어빵 가게다냥~",0,1,11,19440016,944,0,5,1
0,"","","","",91,19440017,944,"","",""
126811,"",-100,"","",2,19440018,944,12,-250,5.29411764705882
2,"",-100,"","",2,19440019,944,12,-250,5.29411764705882
126811,"",-100,"","",33,19440020,944,12,-250,5.29411764705882
"","","","","",91,19440021,944,"","",""
107911,0.1,44_tamaki_present,0.1,"",3,19440022,944,1,0,44_tamaki_present_loop
3,0.1,44_tamaki_present,0.1,"",3,19440023,944,1,0,44_tamaki_present_loop
vo_fpc,"",vo_fpc_30402,"","",21,19440024,944,"","",0
107911,0,"자, 거기 떠내려오는 언니\n붕어빵은 어떠냥?",0,1,11,19440025,944,0,7,1
0,"","","","",91,19440026,944,"","",""
126811,0.2,44_yukari_notice,0.1,"",3,19440027,944,1,0,44_yukari_notice_loop
2,0.2,cmn_boat_idle,"","",3,19440028,944,"",1,""
