param_04,param_01,drama_id,command_id,param_02,param_07,param_03,param_06,command_type,param_05,param_08
"",20,10412,10412007,0,"","","",32,"",""
0,vo_wac_220529,10412,10412008,vo_wac_220529_000,"",0,"",21,"",""
1,102811,10412,10412009,"후후♪ 아~ 즐거웠다!\n자유롭게 붓을 놀리는 건\n기분이 좋네.",0,10,0,11,1,0.5
"",0,10412,10412010,"","","","",91,"",""
0,vo_wac_220529,10412,10412011,vo_wac_220529_001,"",0,"",21,"",""
1,102811,10412,10412012,"그다지 우아하지\n않았을지도 모르지만……\n너, 너 언제부터 보고 있었어?\n처음부터? 그, 그래……",0,10,0,11,1,0.5
"",0,10412,10412013,"","","","",91,"",""
"",0,10412,10412014,0,"","","",22,"",""
"",102811,10413,10413001,wac_idle_wish,"",1,0.2,3,"",""
"",111,10413,10413002,wac_no_items,"",1,0.2,3,"",""
0,102811,10413,10413003,200,"",-340,"",2,"",""
0,111,10413,10413004,200,"",-340,"",2,"",""
"",19,10413,10413005,0,"","","",32,"",""
"",2,10413,10413006,1,"","","",32,"",""
"",20,10413,10413007,0,"","","",32,"",""
"",0,10413,10413008,"","","","",91,"",""
-108,1,10511,10511001,102111,0,202,2,1,-100,wac_default_21
-108,1,10511,10511002,111,0,201,2,5,-100,wac_default_25
0,19,10511,10511003,19,"",0,1,31,1,""
0,2,10511,10511004,2,"",0,0,31,1,""
0,20,10511,10511005,20,"",0,0,31,1,""
"",102111,10511,10511006,wac_paint_21,"",0,0.2,3,0,""
"",111,10511,10511007,wac_paint_25,"",0,0.2,3,0,""
"",0,10511,10511008,0,"","","",93,"",""
"",20,10511,10511009,1,"","","",32,"",""
"",se_common,10511,10511010,se_sys_login_birthday_calendar_brush,"",0,"",23,"",""
"",102111,10511,10511011,300,"","","",13,"",""
"",1,10511,10511012,"","","","",131,"",""
wac_talk_wish_loop,102111,10512,10512001,wac_talk_wish_in,"",0,0.2,3,1,""
"",111,10512,10512002,wac_no_items,"",1,0.2,3,"",""
0,102111,10512,10512003,200,"",-340,"",2,"",""
0,111,10512,10512004,200,"",-340,"",2,"",""
"",19,10512,10512005,0,"","","",32,"",""
"",2,10512,10512006,1,"","","",32,"",""
"",20,10512,10512007,0,"","","",32,"",""
0,vo_wac_220530,10512,10512008,vo_wac_220530_000,"",0,"",21,"",""
1,102111,10512,10512009,"완성했어요……!\n응응, 처음 시작했을 때보다\n훨씬 잘 그린\n느낌이 들어요……♪",0,10,0,11,1,0.5
"",0,10512,10512010,"","","","",91,"",""
0,vo_wac_220530,10512,10512011,vo_wac_220530_001,"",0,"",21,"",""
1,102111,10512,10512012,"무대 위에서는 누구라도 될 수 있듯이\n그림 붓은 어떤 꿈도 그려낼 수 있군요.\n그림 그리기도, 심오해서\n재밌어요……♪",0,10,0,11,1,0.5
"",0,10512,10512013,"","","","",91,"",""
"",0,10512,10512014,0,"","","",22,"",""
"",102111,10513,10513001,wac_idle_wish,"",1,0.2,3,"",""
"",111,10513,10513002,wac_no_items,"",1,0.2,3,"",""
0,102111,10513,10513003,200,"",-340,"",2,"",""
0,111,10513,10513004,200,"",-340,"",2,"",""
"",19,10513,10513005,0,"","","",32,"",""
"",2,10513,10513006,1,"","","",32,"",""
"",20,10513,10513007,0,"","","",32,"",""
"",0,10513,10513008,"","","","",91,"",""
-108,1,10611,10611001,102311,0,202,2,1,-212.75,wac_default_11
-108,1,10611,10611002,111,0,201,2,5,-212.75,wac_default_13
0,1,10611,10611003,1,"",0,1,31,1,""
0,10,10611,10611004,10,"",0,0,31,1,""
0,11,10611,10611005,11,"",0,0,31,1,""
0,14,10611,10611006,14,"",0,0,31,1,""
0,18,10611,10611007,18,"",0,0,31,1,""
"",102311,10611,10611008,wac_paint_11,"",0,0.2,3,0,""
"",111,10611,10611009,wac_paint_13,"",0,0.2,3,0,""
"",0.3,10611,10611010,0,"","","",93,"",""
"",11,10611,10611011,1,"","","",32,"",""
"",se_10035700,10611,10611012,se_10035700_roller,"",0,"",23,"",""
"",102311,10611,10611013,300,"","","",13,"",""
"",1,10611,10611014,"","","","",131,"",""
wac_talk_smile_loop,102311,10612,10612001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,10612,10612002,wac_no_items,"",1,0.2,3,"",""
0,102311,10612,10612003,395,"",-340,"",2,"",""
0,111,10612,10612004,395,"",-340,"",2,"",""
"",1,10612,10612005,0,"","","",32,"",""
"",10,10612,10612006,1,"","","",32,"",""
"",11,10612,10612007,0,"","","",32,"",""
"",14,10612,10612008,1,"","","",32,"",""
"",18,10612,10612009,1,"","","",32,"",""
"",1.8,10612,10612010,0,"","","",93,"",""
0,vo_wac_220531,10612,10612011,vo_wac_220531_000,"",0,"",21,"",""
1,102311,10612,10612012,"좋~았어, 오늘 분량 완성~!\n점점 익숙해졌고\n전보다 잘 됐어!\n푸우키치도 그렇게 생각하지?",0,10,0,11,1,0.5
"",0,10612,10612013,"","","","",91,"",""
0,vo_wac_220531,10612,10612014,vo_wac_220531_001,"",0,"",21,"",""
1,102311,10612,10612015,"능숙해지니, 모두에게\n보여주고 싶어지네……\n다음에 또 쿠루미 일행과\n놀면서 그림 그리고 싶다!",0,10,0,11,1,0.5
"",0,10612,10612016,"","","","",91,"",""
"",0,10612,10612017,0,"","","",22,"",""
"",102311,10613,10613001,wac_idle_smile,"",1,0.2,3,"",""
"",111,10613,10613002,wac_no_items,"",1,0.2,3,"",""
0,102311,10613,10613003,395,"",-340,"",2,"",""
0,111,10613,10613004,395,"",-340,"",2,"",""
"",1,10613,10613005,0,"","","",32,"",""
"",10,10613,10613006,1,"","","",32,"",""
"",11,10613,10613007,0,"","","",32,"",""
"",14,10613,10613008,0,"","","",32,"",""
"",18,10613,10613009,1,"","","",32,"",""
"",0,10613,10613010,"","","","",91,"",""
-108,1,10711,10711001,105411,0,202,2,1,-213,wac_default_11
-108,1,10711,10711002,111,0,201,2,5,-213,wac_default_12
0,21,10711,10711003,21,"",0,1,31,1,""
0,22,10711,10711004,22,"",0,0,31,1,""
0,11,10711,10711005,11,"",0,0,31,1,""
0,500,10711,10711006,500,"",0,1,31,1,""
"",105411,10711,10711007,wac_paint_11,"",0,0.2,3,0,""
"",111,10711,10711008,wac_paint_12,"",0,0.2,3,0,""
"",0.3,10711,10711009,0,"","","",93,"",""
"",11,10711,10711010,1,"","","",32,"",""
"",se_10035700,10711,10711011,se_10035700_roller,"",0,"",23,"",""
"",105411,10711,10711012,300,"","","",13,"",""
"",1,10711,10711013,"","","","",131,"",""
wac_talk_doya_loop,105411,10712,10712001,wac_talk_doya_in,"",0,0.2,3,1,""
"",111,10712,10712002,wac_no_items,"",1,0.2,3,"",""
0,105411,10712,10712003,200,"",-340,"",2,"",""
0,111,10712,10712004,200,"",-340,"",2,"",""
"",21,10712,10712005,0,"","","",32,"",""
"",22,10712,10712006,1,"","","",32,"",""
"",11,10712,10712007,0,"","","",32,"",""
0,vo_wac_220601,10712,10712008,vo_wac_220601_000,"",0,"",21,"",""
1,105411,10712,10712009,"후우…… 이번에는 부주의하게 사인을\n하지 않고 마무리했네요.",0,10,0,11,1,0.5
"",0,10712,10712010,"","","","",91,"",""
0,vo_wac_220601,10712,10712011,vo_wac_220601_001,"",0,"",21,"",""
1,105411,10712,10712012,"실은, 또 그리게 해주기를\n기다렸답니다?\n이번에도 좋은 자극을 받았어요♪",0,10,0,11,1,0.5
"",0,10712,10712013,"","","","",91,"",""
"",0,10712,10712014,0,"","","",22,"",""
"",105411,10713,10713001,wac_idle_doya,"",1,0.2,3,"",""
"",111,10713,10713002,wac_no_items,"",1,0.2,3,"",""
0,105411,10713,10713003,200,"",-340,"",2,"",""
0,111,10713,10713004,200,"",-340,"",2,"",""
"",21,10713,10713005,0,"","","",32,"",""
"",22,10713,10713006,1,"","","",32,"",""
"",11,10713,10713007,0,"","","",32,"",""
"",0,10713,10713008,"","","","",91,"",""
-108,1,10811,10811001,102911,0,202,2,1,-213,wac_default_11
-108,1,10811,10811002,111,0,201,2,5,-213,wac_default_12
0,21,10811,10811003,21,"",0,1,31,1,""
0,22,10811,10811004,22,"",0,0,31,1,""
0,11,10811,10811005,11,"",0,0,31,1,""
0,500,10811,10811006,500,"",0,1,31,1,""
"",102911,10811,10811007,wac_paint_11,"",0,0.2,3,0,""
"",111,10811,10811008,wac_paint_12,"",0,0.2,3,0,""
"",0.3,10811,10811009,0,"","","",93,"",""
"",11,10811,10811010,1,"","","",32,"",""
"",se_10035700,10811,10811011,se_10035700_roller,"",0,"",23,"",""
"",102911,10811,10811012,300,"","","",13,"",""
"",1,10811,10811013,"","","","",131,"",""
wac_talk_smile_loop,102911,10812,10812001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,10812,10812002,wac_no_items,"",1,0.2,3,"",""
0,102911,10812,10812003,200,"",-340,"",2,"",""
0,111,10812,10812004,200,"",-340,"",2,"",""
"",21,10812,10812005,0,"","","",32,"",""
"",22,10812,10812006,1,"","","",32,"",""
"",11,10812,10812007,0,"","","",32,"",""
0,vo_wac_220602,10812,10812008,vo_wac_220602_000,"",0,"",21,"",""
1,102911,10812,10812009,"이번에는 사인 없음, 됐다♪\n어때? 잘 그려졌어?",0,10,0,11,1,0.5
"",0,10812,10812010,"","","","",91,"",""
0,vo_wac_220602,10812,10812011,vo_wac_220602_001,"",0,"",21,"",""
1,102911,10812,10812012,"몸을 크게 움직이며 그리는 건\n댄스 연습을 하는 것 같아서\n즐거웠어♪",0,10,0,11,1,0.5
"",0,10812,10812013,"","","","",91,"",""
"",0,10812,10812014,0,"","","",22,"",""
"",102911,10813,10813001,wac_idle_smile,"",1,0.2,3,"",""
"",111,10813,10813002,wac_no_items,"",1,0.2,3,"",""
0,102911,10813,10813003,200,"",-340,"",2,"",""
0,111,10813,10813004,200,"",-340,"",2,"",""
"",21,10813,10813005,0,"","","",32,"",""
"",22,10813,10813006,1,"","","",32,"",""
"",11,10813,10813007,0,"","","",32,"",""
"",0,10813,10813008,"","","","",91,"",""
-167,1,10911,10911001,105411,0,202,2,1,-205,wac_default_31
-64,1,10911,10911002,102911,0,254,2,1,-350,wac_default_bot_41
230,1,10911,10911003,104211,0,252,2,1,-325,wac_default_51
-167,1,10911,10911004,111,0,201,2,5,-205,wac_default_35
-64,1,10911,10911005,112,0,253,2,5,-350,wac_default_46
230,1,10911,10911006,113,0,251,2,5,-325,wac_default_bot_56
"",104211,10911,10911007,300,"","","",13,"",""
"",105411,10911,10911008,300,"","","",13,"",""
"",102911,10911,10911009,300,"","","",13,"",""
0,25,10911,10911010,25,"",0,1,31,1,""
0,30,10911,10911011,30,"",0,0,31,1,""
0,15,10911,10911012,15,"",0,0,31,1,""
0,500,10911,10911013,500,"",0,1,31,1,""
"",105411,10911,10911014,wac_paint_31,"",0,0.2,3,0,""
"",111,10911,10911015,wac_paint_35,"",0,0.2,3,0,""
"",102911,10911,10911016,wac_paint_bot_41,"",0,0.2,3,0,""
"",112,10911,10911017,wac_paint_46,"",0,0.2,3,0,""
"",104211,10911,10911018,wac_paint_bot_51,"",0,0.2,3,0,""
"",113,10911,10911019,wac_paint_bot_56,"",0,0.2,3,0,""
"",0,10911,10911020,0,"","","",93,"",""
"",15,10911,10911021,1,"","","",32,"",""
"",se_common,10911,10911022,se_sys_login_birthday_calendar_smallbrush,"",0,"",23,"",""
"",1,10911,10911023,"","","","",131,"",""
"",104211,10912,10912001,wac_idle_smile,"",1,0,3,"",""
"",105411,10912,10912002,wac_idle_smile_L,"",1,0,3,"",""
"",102911,10912,10912003,wac_idle_smile,"",1,0,3,"",""
"",111,10912,10912004,wac_no_items,"",1,0,3,"",""
"",112,10912,10912005,wac_no_items,"",1,0,3,"",""
"",113,10912,10912006,wac_no_items,"",1,0,3,"",""
0,104211,10912,10912007,190,"",-335,"",2,"",""
0,105411,10912,10912008,-190,"",-360,"",2,"",""
0,102911,10912,10912009,350,"",-360,"",2,"",""
0,111,10912,10912010,190,"",-335,"",2,"",""
0,112,10912,10912011,-190,"",-360,"",2,"",""
0,113,10912,10912012,350,"",-360,"",2,"",""
"",25,10912,10912013,0,"","","",32,"",""
"",30,10912,10912014,1,"","","",32,"",""
"",15,10912,10912015,0,"","","",32,"",""
wac_talk_smile_loop,104211,10912,10912016,wac_talk_smile_in,"",0,0.2,3,1,""
0,vo_wac_220603,10912,10912017,vo_wac_220603_000,"",0,"",21,"",""
1,104211,10912,10912018,"다행이다, 이번에는 제대로 그렸어요.\n실은 지난번, 무심코 버릇처럼 제\n사인을 해버려서……",0,10,0,11,1,0.5
"",0,10912,10912019,"","","","",91,"",""
"",104211,10912,10912020,wac_idle_smile,"",1,0.2,3,1,""
wac_talk_smile_loop_L,105411,10912,10912021,wac_talk_smile_in_L,"",0,0.2,3,1,""
0,vo_wac_220603,10912,10912022,vo_wac_220603_001,"",0,"",21,"",""
1,105411,10912,10912023,"네? 치카 씨도 그랬어요?\n저도 무의식중에\n제 사인을 해버렸어요……",0,10,0,11,1,0.5
"",0,10912,10912024,"","","","",91,"",""
"",105411,10912,10912025,wac_idle_smile_L,"",1,0.2,3,1,""
wac_talk_smile_loop,102911,10912,10912026,wac_talk_smile_in,"",0,0.2,3,1,""
0,vo_wac_220603,10912,10912027,vo_wac_220603_002,"",0,"",21,"",""
1,102911,10912,10912028,"치카랑 츠무기도?\n실은 나도 그랬어……\n후훗, 역시 우리 모두\n천성이 아이돌이란 걸까♪",0,10,0,11,1,0.5
"",0,10912,10912029,"","","","",91,"",""
"",0,10912,10912030,0,"","","",22,"",""
"","",10912,10912031,"","","","",111,"",""
"",104211,10913,10913001,wac_idle_smile,"",1,0.2,3,"",""
"",105411,10913,10913002,wac_idle_smile_L,"",1,0.2,3,"",""
"",102911,10913,10913003,wac_idle_smile,"",1,0.2,3,"",""
"",111,10913,10913004,wac_no_items,"",1,0.2,3,"",""
"",112,10913,10913005,wac_no_items,"",1,0.2,3,"",""
"",113,10913,10913006,wac_no_items,"",1,0.2,3,"",""
0,104211,10913,10913007,190,"",-335,"",2,"",""
0,105411,10913,10913008,-190,"",-360,"",2,"",""
0,102911,10913,10913009,350,"",-360,"",2,"",""
0,111,10913,10913010,190,"",-335,"",2,"",""
0,112,10913,10913011,-190,"",-360,"",2,"",""
0,113,10913,10913012,350,"",-360,"",2,"",""
"",25,10913,10913013,0,"","","",32,"",""
"",30,10913,10913014,1,"","","",32,"",""
"",15,10913,10913015,0,"","","",32,"",""
"",0,10913,10913016,"","","","",91,"",""
-108,1,11011,11011001,101211,0,202,2,1,-100,wac_default_21
-108,1,11011,11011002,111,0,201,2,5,-100,wac_default_25
0,31,11011,11011003,31,"",0,1,31,1,""
0,22,11011,11011004,22,"",0,0,31,1,""
0,20,11011,11011005,20,"",0,0,31,1,""
0,500,11011,11011006,500,"",0,1,31,1,""
"",101211,11011,11011007,wac_paint_21,"",0,0.2,3,0,""
"",111,11011,11011008,wac_paint_25,"",0,0.2,3,0,""
"",0,11011,11011009,0,"","","",93,"",""
"",20,11011,11011010,1,"","","",32,"",""
"",se_common,11011,11011011,se_sys_login_birthday_calendar_brush,"",0,"",23,"",""
"",101211,11011,11011012,300,"","","",13,"",""
"",1,11011,11011013,"","","","",131,"",""
wac_talk_kyapi_loop,101211,11012,11012001,wac_talk_kyapi_in,"",0,0.2,3,1,""
"",111,11012,11012002,wac_no_items,"",1,0.2,3,"",""
0,101211,11012,11012003,200,"",-340,"",2,"",""
0,111,11012,11012004,200,"",-340,"",2,"",""
"",31,11012,11012005,0,"","","",32,"",""
"",22,11012,11012006,1,"","","",32,"",""
"",20,11012,11012007,0,"","","",32,"",""
0,vo_wac_220604,11012,11012008,vo_wac_220604_000,"",0,"",21,"",""
1,101211,11012,11012009,"반~짝☆!\n이번에도 완벽하게 그렸어!\n으~음, 내가 했지만 멋지게 완성됐네☆",0,10,0,11,1,0.5
"",0,11012,11012010,"","","","",91,"",""
0,vo_wac_220604,11012,11012011,vo_wac_220604_001,"",0,"",21,"",""
1,101211,11012,11012012,"익숙해졌으니 졸리지는 않으려나~\n싶었는데…… 아으으,\n역시 졸리기 시작했어……\n새근……",0,10,0,11,1,0.5
"",0,11012,11012013,"","","","",91,"",""
"",0,11012,11012014,0,"","","",22,"",""
"",101211,11013,11013001,wac_idle_sleep,"",1,0.2,3,"",""
"",111,11013,11013002,wac_no_items,"",1,0.2,3,"",""
0,101211,11013,11013003,200,"",-340,"",2,"",""
0,111,11013,11013004,200,"",-340,"",2,"",""
"",31,11013,11013005,0,"","","",32,"",""
"",22,11013,11013006,1,"","","",32,"",""
"",20,11013,11013007,0,"","","",32,"",""
"",0,11013,11013008,"","","","",91,"",""
-108,1,11111,11111001,101511,0,202,2,1,-100,wac_default_21
-108,1,11111,11111002,111,0,201,2,5,-100,wac_default_25
0,31,11111,11111003,31,"",0,1,31,1,""
0,22,11111,11111004,22,"",0,0,31,1,""
0,20,11111,11111005,20,"",0,0,31,1,""
0,500,11111,11111006,500,"",0,1,31,1,""
"",101511,11111,11111007,wac_paint_21,"",0,0.2,3,0,""
"",111,11111,11111008,wac_paint_25,"",0,0.2,3,0,""
"",0,11111,11111009,0,"","","",93,"",""
"",20,11111,11111010,1,"","","",32,"",""
"",se_common,11111,11111011,se_sys_login_birthday_calendar_brush,"",0,"",23,"",""
"",101511,11111,11111012,300,"","","",13,"",""
"",1,11111,11111013,"","","","",131,"",""
wac_talk_smile_loop,101511,11112,11112001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,11112,11112002,wac_no_items,"",1,0.2,3,"",""
0,101511,11112,11112003,200,"",-340,"",2,"",""
0,111,11112,11112004,200,"",-340,"",2,"",""
"",31,11112,11112005,0,"","","",32,"",""
"",22,11112,11112006,1,"","","",32,"",""
"",20,11112,11112007,0,"","","",32,"",""
0,vo_wac_220605,11112,11112008,vo_wac_220605_000,"",0,"",21,"",""
1,101511,11112,11112009,"영차.\n자, 완성♪\n어머, 벌써 시간이 이렇게……?",0,10,0,11,1,0.5
"",0,11112,11112010,"","","","",91,"",""
0,vo_wac_220605,11112,11112011,vo_wac_220605_001,"",0,"",21,"",""
1,101511,11112,11112012,"그리는 데 열중하느라 눈치채지 못했어.\n후훗, 그림 그리기를 하는 아이들도\n언제나 이런 기분인 걸까?",0,10,0,11,1,0.5
"",0,11112,11112013,"","","","",91,"",""
"",0,11112,11112014,0,"","","",22,"",""
"",101511,11113,11113001,wac_idle_smile,"",1,0.2,3,"",""
"",111,11113,11113002,wac_no_items,"",1,0.2,3,"",""
0,101511,11113,11113003,200,"",-340,"",2,"",""
0,111,11113,11113004,200,"",-340,"",2,"",""
"",31,11113,11113005,0,"","","",32,"",""
"",22,11113,11113006,1,"","","",32,"",""
"",20,11113,11113007,0,"","","",32,"",""
"",0,11113,11113008,"","","","",91,"",""
-167,1,11211,11211001,101511,0,202,2,1,-85,wac_default_31
-64,1,11211,11211002,101211,0,254,2,1,-211,wac_default_41
230,1,11211,11211003,104011,0,252,2,1,-211,wac_default_51
-167,1,11211,11211004,111,0,201,2,5,-85,wac_default_35
-64,1,11211,11211005,112,0,253,2,5,-211,wac_default_45
230,1,11211,11211006,113,0,251,2,5,-211,wac_default_55
"",104011,11211,11211007,300,"","","",13,"",""
"",101511,11211,11211008,300,"","","",13,"",""
"",101211,11211,11211009,300,"","","",13,"",""
0,29,11211,11211010,29,"",0,1,31,1,""
0,30,11211,11211011,30,"",0,0,31,1,""
0,16,11211,11211012,16,"",0,0,31,1,""
0,500,11211,11211013,500,"",0,1,31,1,""
"",101511,11211,11211014,wac_paint_31,"",0,0.2,3,0,""
"",111,11211,11211015,wac_paint_35,"",0,0.2,3,0,""
"",101211,11211,11211016,wac_paint_41,"",0,0.2,3,0,""
"",112,11211,11211017,wac_paint_45,"",0,0.2,3,0,""
"",104011,11211,11211018,wac_paint_51,"",0,0.2,3,0,""
"",113,11211,11211019,wac_paint_55,"",0,0.2,3,0,""
"",0,11211,11211020,0,"","","",93,"",""
"",16,11211,11211021,1,"","","",32,"",""
"",se_common,11211,11211022,se_sys_login_birthday_calendar_smallbrush,"",0,"",23,"",""
"",1,11211,11211023,"","","","",131,"",""
"",104011,11212,11212001,wac_idle_sad,"",1,0,3,"",""
"",101511,11212,11212002,wac_idle_smile_L,"",1,0,3,"",""
"",101211,11212,11212003,wac_idle_smile,"",1,0,3,"",""
"",111,11212,11212004,wac_no_items,"",1,0,3,"",""
"",112,11212,11212005,wac_no_items,"",1,0,3,"",""
"",113,11212,11212006,wac_no_items,"",1,0,3,"",""
0,104011,11212,11212007,190,"",-335,"",2,"",""
0,101511,11212,11212008,-190,"",-360,"",2,"",""
0,101211,11212,11212009,350,"",-360,"",2,"",""
0,111,11212,11212010,190,"",-335,"",2,"",""
0,112,11212,11212011,-190,"",-360,"",2,"",""
0,113,11212,11212012,350,"",-360,"",2,"",""
"",29,11212,11212013,0,"","","",32,"",""
"",30,11212,11212014,1,"","","",32,"",""
"",16,11212,11212015,0,"","","",32,"",""
wac_talk_sad_loop,104011,11212,11212016,wac_talk_sad_in,"",0,0.2,3,1,""
0,vo_wac_220606,11212,11212017,vo_wac_220606_000,"",0,"",21,"",""
1,104011,11212,11212018,"제가 그린 그림을 여러 사람이\n본다고 생각하니 긴장되네요……\n어어, 어떡하죠~?",0,10,0,11,1,0.5
"",0,11212,11212019,"","","","",91,"",""
"",104011,11212,11212020,wac_idle_sad,"",1,0.2,3,1,""
wac_talk_smile_loop,101211,11212,11212021,wac_talk_smile_in,"",0,0.2,3,1,""
0,vo_wac_220606,11212,11212022,vo_wac_220606_001,"",0,"",21,"",""
1,101211,11212,11212023,"아오이가 그린 부분\n굉장히 잘했으니까!\n더 많은 사람에게 보여주자♪",0,10,0,11,1,0.5
"",0,11212,11212024,"","","","",91,"",""
"",101211,11212,11212025,wac_idle_smile,"",1,0.2,3,1,""
wac_talk_smile_loop_L,101511,11212,11212026,wac_talk_smile_in_L,"",0,0.2,3,1,""
0,vo_wac_220606,11212,11212027,vo_wac_220606_002,"",0,"",21,"",""
1,101511,11212,11212028,"그래.\n선생님은, 아오이가 좀 더\n자신감을 가져도 좋다고 생각해♪",0,10,0,11,1,0.5
"",0,11212,11212029,"","","","",91,"",""
"",0,11212,11212030,0,"","","",22,"",""
"","",11212,11212031,"","","","",111,"",""
"",104011,11213,11213001,wac_idle_sad,"",1,0.2,3,"",""
"",101511,11213,11213002,wac_idle_smile_L,"",1,0.2,3,"",""
"",101211,11213,11213003,wac_idle_smile,"",1,0.2,3,"",""
"",111,11213,11213004,wac_no_items,"",1,0.2,3,"",""
"",112,11213,11213005,wac_no_items,"",1,0.2,3,"",""
"",113,11213,11213006,wac_no_items,"",1,0.2,3,"",""
0,104011,11213,11213007,190,"",-335,"",2,"",""
0,101511,11213,11213008,-190,"",-360,"",2,"",""
0,101211,11213,11213009,350,"",-360,"",2,"",""
0,111,11213,11213010,190,"",-335,"",2,"",""
0,112,11213,11213011,-190,"",-360,"",2,"",""
0,113,11213,11213012,350,"",-360,"",2,"",""
"",29,11213,11213013,0,"","","",32,"",""
"",30,11213,11213014,1,"","","",32,"",""
"",16,11213,11213015,0,"","","",32,"",""
"",0,11213,11213016,"","","","",91,"",""
-108,1,11311,11311001,102511,0,202,2,1,-213,wac_default_01
-108,1,11311,11311002,111,0,201,2,5,-213,wac_default_02
0,21,11311,11311003,21,"",0,1,31,1,""
0,22,11311,11311004,22,"",0,0,31,1,""
0,11,11311,11311005,11,"",0,0,31,1,""
0,500,11311,11311006,500,"",0,1,31,1,""
"",102511,11311,11311007,wac_paint_01,"",0,0.2,3,0,""
"",111,11311,11311008,wac_paint_02,"",0,0.2,3,0,""
"",0,11311,11311009,0,"","","",93,"",""
"",11,11311,11311010,1,"","","",32,"",""
"",se_10035700,11311,11311011,se_10035700_brush,"",0,"",23,"",""
"",102511,11311,11311012,300,"","","",13,"",""
"",1,11311,11311013,"","","","",131,"",""
wac_talk_smile_loop,102511,11312,11312001,wac_talk_smile_in,"",0,0.2,3,1,""
"",111,11312,11312002,wac_no_items,"",1,0.2,3,"",""
0,102511,11312,11312003,200,"",-340,"",2,"",""
0,111,11312,11312004,200,"",-340,"",2,"",""
"",21,11312,11312005,0,"","","",32,"",""
"",22,11312,11312006,1,"","","",32,"",""
"",11,11312,11312007,0,"","","",32,"",""
0,vo_wac_220607,11312,11312008,vo_wac_220607_000,"",0,"",21,"",""
1,102511,11312,11312009,"후훗, 이렇게 그림을 그리는 것도\n익숙해졌네요♪\n침착하고, 실수도 없이\n완성할 수 있게 되었어요.",0,10,0,11,1,0.5
"",0,11312,11312010,"","","","",91,"",""
